id,type,group,number,title,raw_tags,priority_p,moscow,severity,section_path,source_file
IR-INTEG-003,IR,INTEG,003,식약처 연동,Medium,,,Medium,6. 인터페이스 요구사항 > 6.3 부처 데이터 연계,/workspace/docs/requirements/requirements-spec-v1.0.md
IR-NOTIF-001,IR,NOTIF,001,SMTP 서버,Critical,,,Critical,6. 인터페이스 요구사항 > 6.4 이메일 및 알림,/workspace/docs/requirements/requirements-spec-v1.0.md
IR-NOTIF-002,IR,NOTIF,002,Slack 웹훅,High,,,High,6. 인터페이스 요구사항 > 6.4 이메일 및 알림,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-TECH-001,CONST,TECH,001,클라우드 플랫폼,,,,,7. 제약사항 (Constraints) > 7.1 기술적 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-TECH-002,CONST,TECH,002,프로그래밍 언어,,,,,7. 제약사항 (Constraints) > 7.1 기술적 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-TECH-003,CONST,TECH,003,프론트엔드 프레임워크,,,,,7. 제약사항 (Constraints) > 7.1 기술적 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-TECH-004,CONST,TECH,004,데이터베이스,,,,,7. 제약사항 (Constraints) > 7.1 기술적 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-BUD-001,CONST,BUD,001,총 사업비,,,,,7. 제약사항 (Constraints) > 7.2 예산 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-BUD-002,CONST,BUD,002,클라우드 비용,,,,,7. 제약사항 (Constraints) > 7.2 예산 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-SCHED-001,CONST,SCHED,001,개발 기간,,,,,7. 제약사항 (Constraints) > 7.3 일정 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-SCHED-002,CONST,SCHED,002,Phase 1 완료,,,,,7. 제약사항 (Constraints) > 7.3 일정 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-ORG-001,CONST,ORG,001,내부 인력,,,,,7. 제약사항 (Constraints) > 7.4 조직적 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-ORG-002,CONST,ORG,002,외부 의존성,,,,,7. 제약사항 (Constraints) > 7.4 조직적 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-LEG-001,CONST,LEG,001,개인정보보호,,,,,7. 제약사항 (Constraints) > 7.5 법규 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
CONST-LEG-002,CONST,LEG,002,저작권,,,,,7. 제약사항 (Constraints) > 7.5 법규 제약사항,/workspace/docs/requirements/requirements-spec-v1.0.md
